brand,model_name,model_id,model_year,bodytype
Vauxhall,ADAM,94_1,2017,Hatchback
Mercedes-Benz,S Class,59_29,2014,Saloon
Nissan,Micra,64_17,2012,Hatchback
Peugeot,206,69_6,2000,Hatchback
Audi,RS6,7_31,2003,Saloon
Toyota,Auris,92_3,2011,Hatchback
SEAT,Exeo,79_8,2011,Estate
Audi,TT,7_46,2000,Coupe
BMW,5 Series Gran Turismo,8_10,2011,Hatchback
Lexus,RX 450h,48_24,2016,SUV
Volkswagen,Beetle,95_3,2011,Convertible
Mercedes-Benz,B Class,59_11,2008,Hatchback
Jeep,Commander,40_2,2009,SUV
Jaguar,XK8,39_10,2000,Convertible
Ssangyong,Turismo,85_9,2015,MPV
Jeep,Renegade,40_6,2016,SUV
Ford,Ranger,29_30,2006,Pickup
Hyundai,Santa Fe,36_20,2012,SUV
Lexus,RX 450h,48_24,2015,SUV
SKODA,Fabia,80_2,2000,Hatchback
Volvo,V50,96_9,2011,Estate
SKODA,Citigo,80_1,2016,Hatchback
Renault,Espace,75_3,2008,MPV
Kia,Rio,43_9,2003,Hatchback
BMW,2 Series Gran Tourer,8_4,2016,MPV
Toyota,Verso,92_40,2017,MPV
Ssangyong,Rexton,85_5,2017,SUV
Maserati,Quattroporte,55_10,2015,Saloon
Audi,A6 Allroad,7_11,2013,Estate
MG,MG3,53_2,2017,Hatchback
SKODA,Fabia,80_2,2015,Hatchback
Fiat,Abarth,28_7,2014,Hatchback
Nissan,Elgrand,64_8,2015,MPV
Audi,A1,7_1,2016,Hatchback
Porsche,911,71_4,2014,Coupe
Citroen,C8,18_17,2007,MPV
Audi,S7,7_42,2015,Hatchback
Mazda,Mazda6,57_13,2003,Saloon
Kia,Venga,43_16,2010,MPV
Fiat,Qubo,28_21,2009,MPV
BMW,X5,8_39,2014,SUV
Ford,Galaxy,29_19,2017,MPV
Lamborghini,Gallardo,45_3,2007,Coupe
Subaru,XV,86_11,2012,SUV
Mercedes-Benz,V Class,59_36,2016,MPV
Nissan,Pathfinder,64_24,2008,MPV
BMW,X3,8_37,2007,SUV
Toyota,Corolla Verso,92_12,2007,MPV
Peugeot,Traveller,69_37,2015,MPV
Audi,A4 Avant,7_7,2012,Estate
Citroen,Dispatch,18_18,2012,Combi Van
Smart,forfour,84_1,2016,Hatchback
Audi,A4 Avant,7_7,2003,Estate
Volkswagen,Tiguan Allspace,95_27,2017,SUV
Vauxhall,Astra GTC,94_6,2016,Coupe
Kia,Pro_Cee'd,43_8,2015,Hatchback
Citroen,Saxo,18_26,2000,Hatchback
Jeep,Patriot,40_5,2008,SUV
Mercedes-Benz,G Class,59_21,2015,SUV
Lexus,NX 300h,48_18,2014,Estate
Volkswagen,Transporter Shuttle,95_31,2016,nan
Volkswagen,Golf,95_15,2012,Hatchback
Vauxhall,Astra,94_5,2016,Hatchback
Ford,Fiesta,29_13,2017,Hatchback
BMW,2 Series Active Tourer,8_3,2015,MPV
Hyundai,ix20,36_15,2011,Hatchback
Citroen,DS4,21_3,2012,Hatchback
Fiat,124 Spider,28_1,2016,Convertible
Mercedes-Benz,SLS,59_34,2010,Convertible
Jaguar,F-Type,39_3,2017,Convertible
Citroen,C3 Picasso,18_10,2009,MPV
BMW,M3,8_30,2017,Coupe
Ford,Ranger,29_30,2013,Pickup
Kia,Picanto,43_7,2008,Hatchback
Vauxhall,Vivaro,94_24,2016,MPV
SKODA,Octavia,80_5,2014,Hatchback
Ford,Tourneo Connect,29_34,2015,MPV
Peugeot,RCZ,69_36,2014,Coupe
SEAT,Leon,79_10,2010,Hatchback
Jeep,Patriot,40_5,2009,SUV
Mazda,CX-3,57_6,2016,SUV
Toyota,Verso S,92_41,2011,MPV
Peugeot,Partner Tepee,69_35,2013,MPV
Porsche,911,71_4,2015,Coupe
Nissan,Juke,64_14,2011,SUV
Honda,Stepwagon,34_17,2007,MPV
Infiniti,FX,37_2,2013,SUV
Lexus,RC 200t,48_21,2016,Coupe
Audi,S5,7_39,2008,Coupe
Lexus,IS 200,48_8,2015,Saloon
Smart,fortwo,84_2,2006,Hatchback
Kia,Picanto,43_7,2006,Hatchback
Mitsubishi,Colt,62_3,2009,Hatchback
Mercedes-Benz,R Class,59_28,2006,MPV
Renault,Megane,75_12,2000,Hatchback
BMW,Z4,8_45,2011,Convertible
Land Rover,Range Rover Velar,47_16,2017,SUV
Toyota,Hilux,92_19,2010,nan
Audi,A6 Allroad,7_11,2014,Estate
Mercedes-Benz,CLS,59_19,2011,Coupe
Mercedes-Benz,E Class,59_20,2000,Saloon
Citroen,C4 Picasso,18_14,2017,MPV
Audi,A5,7_9,2010,Coupe
MG,ZS,53_7,2003,SUV
Audi,S4 Avant,7_37,2011,Estate
Audi,A5,7_9,2009,Coupe
Vauxhall,Agila,94_2,2012,Hatchback
Suzuki,Grand Vitara,87_4,2009,SUV
Subaru,BRZ,86_1,2014,Coupe
Volvo,V70,96_12,2014,Estate
Lamborghini,Murcielago,45_5,2007,Coupe
Kia,Sportage,43_13,2016,SUV
Porsche,Panamera,71_11,2011,Hatchback
Volkswagen,Sharan,95_24,2012,MPV
SEAT,Alhambra,79_1,2007,MPV
Subaru,WRX STI,86_10,2015,Saloon
Bentley,Bentayga,10_3,2017,SUV
Smart,fortwo,84_2,2014,Hatchback
Lexus,RX 450h,48_24,2010,SUV
SEAT,Alhambra,79_1,2011,MPV
Volkswagen,Caravelle,95_11,2011,MPV
Volvo,S90,96_6,2017,Saloon
Fiat,Multipla,28_17,2003,MPV
Lexus,NX Unspecified,48_18,2014,Estate
Volkswagen,CC,95_12,2012,Saloon
MINI,Convertible,54_3,2009,Convertible
Renault,Fluence,75_4,2012,Saloon
Chrysler,Grand Voyager,17_4,2010,MPV
Suzuki,SX4,87_11,2014,Hatchback
Toyota,Avensis,92_4,2017,Estate
Audi,TTS,7_48,2015,Coupe
Honda,CR-V,34_3,2017,SUV
BMW,X6,8_41,2015,SUV
Audi,A5 Cabriolet,7_10,2014,Convertible
Ford,Galaxy,29_19,2010,MPV
Volkswagen,Golf,95_15,2006,Hatchback
SEAT,Alhambra,79_1,2013,MPV
Fiat,500,28_2,2012,Hatchback
Audi,A6 Avant,7_11,2014,Estate
Volvo,C30,96_1,2011,Coupe
Vauxhall,Insignia,94_13,2010,Hatchback
Lexus,NX 300h,48_18,2016,Estate
Audi,RS4 Cabriolet,7_28,2007,Convertible
SEAT,Altea,79_2,2006,MPV
Toyota,Avensis,92_4,2008,Estate
Renault,Modus,75_13,2007,Hatchback
Ssangyong,Korando Sports,85_2,2015,Pickup
Vauxhall,Vivaro,94_24,2013,MPV
Volkswagen,Tiguan,95_26,2015,SUV
Mercedes-Benz,B Class,59_11,2012,Hatchback
Hyundai,ix20,36_15,2010,Hatchback
Lotus,Evora,51_6,2009,Coupe
Toyota,Land Cruiser,92_21,2015,SUV
Lexus,IS 250,48_8,2009,Saloon
SEAT,Altea XL,79_3,2007,MPV
Mercedes-Benz,C Class,59_12,2015,Estate
SKODA,Roomster,80_8,2006,MPV
SKODA,Rapid Spaceback,80_7,2015,Hatchback
Honda,CR-V,34_3,2015,SUV
Mitsubishi,ASX,62_1,2016,SUV
Lexus,IS 300,48_8,2003,Saloon
Audi,Q5,7_20,2017,SUV
Mercedes-Benz,Amg Gt,59_10,2016,Coupe
Audi,S7,7_42,2013,Hatchback
Rolls-Royce,Phantom,77_4,2014,Limousine
MINI,Paceman,54_7,2015,Hatchback
Vauxhall,VXR8,94_26,2009,Saloon
Ferrari,Dino,27_14,2013,Coupe
Mazda,CX-5,57_7,2017,SUV
Land Rover,Range Rover,47_13,2010,SUV
Mitsubishi,L200,62_13,2017,Pickup
Toyota,Yaris,92_44,2013,Hatchback
Chevrolet,Kalos,16_10,2006,Hatchback
Nissan,X-Trail,64_41,2009,SUV
Volvo,V50,96_9,2006,Estate
Citroen,Berlingo,18_2,2009,MPV
Fiat,500L,28_4,2014,MPV
Honda,Insight,34_9,2009,Hatchback
Kia,Carens,43_1,2011,MPV
Mercedes-Benz,B Class,59_11,2009,Hatchback
Nissan,Patrol,64_25,2003,Estate
Nissan,Leaf,64_16,2015,Hatchback
Land Rover,Discovery 4,47_9,2009,SUV
Nissan,NV200,64_22,2010,MPV
Audi,RS3,7_25,2015,Saloon
Kia,Sorento,43_11,2015,SUV
Alfa Romeo,MiTo,4_14,2016,Hatchback
Ford,S-Max,29_31,2013,MPV
Noble,M600,65_2,2013,Coupe
Vauxhall,Zafira Tourer,94_28,2016,MPV
Hyundai,ix20,36_15,2017,Hatchback
Bentley,Bentayga,10_3,2016,SUV
Audi,A3,7_3,2013,Hatchback
Peugeot,2008,69_5,2017,SUV
Audi,quattro,7_22,2013,Estate
Renault,Laguna,75_11,2010,Hatchback
Vauxhall,ADAM,94_1,2014,Hatchback
Toyota,Avensis,92_4,2003,Estate
MINI,Hatch,54_6,2003,Hatchback
Nissan,GT-R,64_13,2015,Coupe
Kia,Pro_Cee'd,43_8,2013,Hatchback
MEV,Exocet,52_1,2017,Coupe
Porsche,Boxster,71_6,2006,Convertible
BMW,M3,8_30,2016,Coupe
Ferrari,California,27_13,2009,Convertible
Kia,Carens,43_1,2017,MPV
Citroen,DS5,21_5,2015,Hatchback
Vauxhall,ADAM,94_1,2008,Hatchback
Citroen,C2,18_7,2006,Hatchback
Lexus,IS 220d,48_8,2006,Saloon
Nissan,Almera Tino,64_4,2003,MPV
Nissan,Micra,64_17,2013,Hatchback
Vauxhall,Antara,94_4,2013,Estate
Toyota,Hilux,92_19,2007,nan
Peugeot,Partner Tepee,69_35,2015,MPV
Audi,Q7,7_21,2008,SUV
Porsche,718 Cayman,71_3,2017,Coupe
Audi,A7,7_15,2013,Hatchback
Volvo,V70,96_12,2003,Estate
Ferrari,599,27_10,2011,Coupe
Vauxhall,Insignia,94_13,2013,Hatchback
Corvette,Stingray,19_3,2014,Coupe
SEAT,Ibiza,79_9,2009,Hatchback
Kia,Pro_Cee'd,43_8,2011,Hatchback
Kia,Sorento,43_11,2006,SUV
BMW,X1,8_35,2018,SUV
Subaru,Forester,86_2,2017,SUV
Jaguar,XE,39_6,2016,Saloon
Ford,Fusion,29_18,2009,Hatchback
Renault,Trafic,75_17,2008,Combi Van
Hyundai,i40,36_12,2011,Estate
Honda,Civic,34_2,2009,Hatchback
Volkswagen,Golf Plus,95_16,2011,Hatchback
Audi,A4,7_5,2008,Saloon
MINI,Coupe,54_5,2016,Coupe
Audi,Q7,7_21,2013,SUV
Citroen,C4 Cactus,18_13,2014,Hatchback
Peugeot,RCZ,69_36,2010,Coupe
Mitsubishi,Colt,62_3,2007,Hatchback
Nissan,Leaf,64_16,2013,Hatchback
Vauxhall,Cascada,94_7,2016,Convertible
SKODA,Yeti,80_10,2016,SUV
Nissan,Micra C+C,64_18,2008,Convertible
Jaguar,S-Type,39_4,2003,Saloon
Suzuki,Celerio,87_3,2016,Hatchback
Mazda,Mazda2,57_10,2011,Hatchback
BMW,5 Series,8_9,2012,Saloon
Daihatsu,Sirion,24_7,2007,Hatchback
Volvo,XC90,96_18,2003,SUV
MINI,Convertible,54_3,2006,Convertible
Peugeot,RCZ,69_36,2012,Coupe
Suzuki,SX4,87_11,2006,Hatchback
Ford,Mondeo,29_27,2006,Hatchback
Peugeot,1007,69_1,2007,Hatchback
Citroen,SpaceTourer,18_27,2016,MPV
Peugeot,508 SW,69_27,2012,Estate
Infiniti,Q60,37_7,2017,Coupe
BMW,X5M,8_40,2010,SUV
Fiat,Stilo,28_26,2003,Hatchback
Mercedes-Benz,B Class,59_11,2015,Hatchback
Volkswagen,Sharan,95_24,2007,MPV
Audi,RS6 Avant,7_32,2014,Estate
BMW,X5,8_39,2012,SUV
Hyundai,i30,36_10,2011,Hatchback
Peugeot,106,69_2,2003,Hatchback
Kia,Sedona,43_10,2003,MPV
Nissan,Qashqai,64_33,2011,SUV
Kia,Niro,43_5,2017,Estate
Subaru,Impreza,86_3,2017,Hatchback
Vauxhall,Astra,94_5,2010,Hatchback
Daihatsu,Terios,24_8,2007,SUV
Hyundai,Santa Fe,36_20,2014,SUV
Volvo,C70,96_2,2008,Convertible
Nissan,X-Trail,64_41,2006,SUV
Mercedes-Benz,SL Class,59_30,2015,Convertible
Land Rover,Discovery,47_6,2003,SUV
Vauxhall,Ampera,94_3,2014,Hatchback
Vauxhall,Mokka,94_15,2015,Hatchback
Toyota,Avensis,92_4,2010,Estate
Porsche,911,71_4,2003,Coupe
BMW,X3,8_37,2015,SUV
BMW,X6,8_41,2016,SUV
Subaru,WRX STI,86_10,2016,Saloon
Infiniti,G,37_3,2009,Convertible
Land Rover,Range Rover Sport,47_15,2007,SUV
Fiat,Fullback,28_14,2016,Pickup
Ford,Focus,29_14,2009,Hatchback
Lexus,LS 430,48_15,2003,Saloon
MINI,Hatch,54_6,2007,Hatchback
Ford,Ranger,29_30,2015,Pickup
Peugeot,4007,69_21,2011,SUV
Jaguar,S-Type,39_4,2006,Saloon
Peugeot,508 SW,69_27,2015,Estate
Hyundai,i40,36_12,2014,Estate
MINI,Countryman,54_4,2011,Hatchback
Ford,Ranger,29_30,2010,Pickup
Audi,A5 Cabriolet,7_10,2011,Convertible
Chrysler,Ypsilon,17_10,2013,Hatchback
Volkswagen,Golf,95_15,2015,Hatchback
Citroen,Dispatch,18_18,2010,Combi Van
Kia,Venga,43_16,2016,MPV
Citroen,Berlingo,18_2,2015,MPV
Kia,Rio,43_9,2008,Hatchback
Suzuki,Vitara,87_13,2015,SUV
Alfa Romeo,Brera,4_9,2006,Coupe
Ford,Mondeo,29_27,2014,Hatchback
Volkswagen,Sharan,95_24,2017,MPV
Mitsubishi,ASX,62_1,2014,SUV
Lexus,RX 400h,48_24,2008,SUV
Volkswagen,Polo,95_22,2000,Hatchback
Ferrari,FF,27_19,2012,Coupe
Renault,Zoe,75_22,2013,Hatchback
Citroen,C3,18_8,2016,Hatchback
Citroen,C4 Picasso,18_14,2011,MPV
Mercedes-Benz,E Class,59_20,2011,Saloon
Toyota,Verso,92_40,2015,MPV
Citroen,DS3,21_1,2015,Hatchback
Toyota,Estima,92_14,2013,MPV
Fiat,Bravo,28_10,2008,Hatchback
Ford,Ranger,29_30,2009,Pickup
Citroen,C3 Pluriel,18_11,2006,Convertible
Land Rover,Discovery 4,47_9,2015,SUV
Nissan,Tiida,64_40,2009,Saloon
Audi,A3,7_3,2006,Hatchback
Nissan,Note,64_21,2010,Hatchback
Volvo,XC70,96_17,2007,Estate
Kia,Soul,43_12,2011,Hatchback
Mercedes-Benz,R Class,59_28,2009,MPV
Subaru,Impreza,86_3,2009,Hatchback
Kia,Venga,43_16,2013,MPV
Volkswagen,CC,95_12,2010,Saloon
Volkswagen,Amarok,95_1,2014,Hatchback
Kia,Stinger,43_14,2017,Hatchback
Saab,9-5,81_3,2006,Saloon
Audi,A3,7_3,2017,Hatchback
Citroen,C3,18_8,2012,Hatchback
Audi,TT,7_46,2014,Coupe
Nissan,NV200,64_22,2011,MPV
BMW,7 Series,8_14,2007,Saloon
SEAT,Mii,79_11,2017,Hatchback
Jaguar,XE,39_6,2017,Saloon
Mercedes-Benz,C Class,59_12,2011,Estate
Audi,RS5,7_30,2009,Coupe
Ford,Tourneo Connect,29_34,2003,MPV
Volvo,XC60,96_16,2013,SUV
Mercedes-Benz,GLC Class,59_24,2015,Estate
Jaguar,XJ,39_8,2014,Saloon
Kia,Carens,43_1,2003,MPV
Citroen,C5,18_15,2015,Saloon
Vauxhall,Zafira,94_27,2013,MPV
Citroen,C4,18_12,2016,Hatchback
Alfa Romeo,4C,4_7,2016,Convertible
BMW,Z4,8_45,2012,Convertible
Nissan,Navara,64_20,2012,Pickup
Honda,Civic,34_2,2010,Hatchback
Suzuki,Grand Vitara,87_4,2006,SUV
Citroen,C-Crosser,18_4,2009,SUV
MINI,Coupe,54_5,2015,Coupe
Toyota,Hilux,92_19,2009,nan
Honda,Element,34_5,2003,MPV
Citroen,C3,18_8,2011,Hatchback
BMW,M3,8_30,2015,Coupe
Audi,S3,7_35,2010,Hatchback
Porsche,Boxster,71_6,2009,Convertible
Lamborghini,Gallardo,45_3,2008,Coupe
Renault,Kadjar,75_8,2017,SUV
Renault,Twingo,75_18,2008,Hatchback
BMW,X5M,8_40,2008,SUV
BMW,X5,8_39,2011,SUV
Hyundai,Tucson,36_24,2017,SUV
Citroen,C3 Picasso,18_10,2010,MPV
Peugeot,Partner Tepee,69_35,2009,MPV
Porsche,Boxster,71_6,2015,Convertible
Jaguar,E-PACE,39_1,2017,SUV
Honda,CR-V,34_3,2011,SUV
Ford,Ranger,29_30,2007,Pickup
Chevrolet,Orlando,16_13,2012,MPV
Audi,A6 Unspecified,7_11,2008,Estate
Toyota,Verso,92_40,2010,MPV
Peugeot,3008,69_13,2009,SUV
Toyota,Hilux,92_19,2017,nan
Kia,Venga,43_16,2012,MPV
Jeep,Commander,40_2,2007,SUV
Mercedes-Benz,C Class,59_12,2014,Estate
Land Rover,Freelander 2,47_12,2006,SUV
Vauxhall,Astra GTC,94_6,2017,Coupe
Daihatsu,Terios,24_8,2003,SUV
Peugeot,Expert Tepee,69_32,2012,MPV
Isuzu,Rodeo,38_3,2003,Pickup
Volvo,C30,96_1,2008,Coupe
Volvo,C30,96_1,2009,Coupe
SKODA,Rapid Spaceback,80_7,2016,Hatchback
Mazda,Mazda6,57_13,2014,Saloon
Volvo,C70,96_2,2006,Convertible
Porsche,Cayenne,71_8,2014,SUV
Honda,S2000,34_16,2003,Convertible
Bentley,Mulsanne,10_7,2011,Saloon
Ford,Kuga,29_25,2011,SUV
Hyundai,i800,36_13,2012,MPV
BMW,M3,8_30,2003,Coupe
Ferrari,458,27_6,2014,Coupe
Audi,S4 Avant,7_37,2003,Estate
Mercedes-Benz,CL,59_15,2000,Coupe
Renault,Clio,75_2,2017,Hatchback
Mazda,Mazda3,57_11,2015,Hatchback
Mazda,Mazda3,57_11,2008,Hatchback
Audi,A6 Avant,7_11,2012,Estate
Nissan,Qashqai,64_33,2015,SUV
Fiat,Tipo,28_28,2016,Hatchback
BMW,i8,8_28,2017,Coupe
Land Rover,Discovery 4,47_9,2014,SUV
Vauxhall,Astra,94_5,2013,Hatchback
Alfa Romeo,Giulietta,4_11,2015,Hatchback
MG,MGF,53_4,2000,Convertible
Citroen,Xsara Picasso,18_30,2010,MPV
Audi,S4 Avant,7_37,2006,Estate
Tesla,Model S,90_1,2017,Saloon
Ford,S-Max,29_31,2008,MPV
Peugeot,4007,69_21,2008,SUV
Jeep,Grand Cherokee,40_4,2017,SUV
Audi,A7,7_15,2011,Hatchback
BMW,X4,8_38,2014,SUV
Hyundai,Santa Fe,36_20,2010,SUV
Nissan,Pixo,64_28,2011,Hatchback
Citroen,Grand C4 Picasso,18_24,2011,MPV
Rolls-Royce,Dawn,77_2,2016,Convertible
Renault,Grand Scenic,75_7,2015,MPV
Fiat,500,28_2,2009,Hatchback
Kia,Sorento,43_11,2003,SUV
Audi,S4 Avant,7_37,2012,Estate
Volvo,S60,96_4,2013,Saloon
Audi,Q7,7_21,2014,SUV
Subaru,Justy,86_4,2008,Hatchback
Volvo,V40,96_7,2014,Hatchback
Land Rover,Range Rover,47_13,2007,SUV
Subaru,Impreza,86_3,2012,Hatchback
Kia,Optima,43_6,2017,Saloon
Volkswagen,Phaeton,95_21,2010,Saloon
SKODA,Roomster,80_8,2007,MPV
Ferrari,360,27_2,2000,Coupe
Kia,Cee'd,43_2,2012,Estate
Ssangyong,Korando Sports,85_2,2013,Pickup
Ferrari,458,27_6,2010,Coupe
Maserati,Granturismo,55_8,2015,Coupe
Aston Martin,DBS,6_5,2009,Convertible
Audi,RS4,7_26,2007,Saloon
Mazda,Mazda5,57_12,2010,MPV
BMW,6 Series Gran Coupe,8_12,2018,Coupe
Ford,Mondeo,29_27,2012,Hatchback
Peugeot,108,69_4,2014,Hatchback
BMW,Z4M,8_46,2007,Coupe
SKODA,Superb,80_9,2010,Hatchback
Mercedes-Benz,CLS,59_19,2012,Coupe
Honda,Civic,34_2,2011,Hatchback
Land Rover,Discovery 3,47_8,2009,SUV
Volvo,XC90,96_18,2006,SUV
Ford,B-Max,29_1,2017,MPV
Chrysler,PT Cruiser,17_7,2007,Hatchback
Volkswagen,Transporter Sportline,95_32,2014,Combi Van
BMW,X6,8_41,2010,SUV
Toyota,RAV4,92_34,2016,SUV
Ford,Galaxy,29_19,2015,MPV
Hyundai,Getz,36_6,2007,Hatchback
Peugeot,308,69_18,2007,Hatchback
BMW,X6,8_41,2017,SUV
Audi,A4 Avant,7_7,2007,Estate
Volvo,XC60,96_16,2008,SUV
Volkswagen,Passat,95_20,2014,Estate
Citroen,C4 Cactus,18_13,2016,Hatchback
Volkswagen,Passat,95_20,2000,Estate
MG,MG3,53_2,2016,Hatchback
Nissan,Pulsar,64_32,2014,Hatchback
Kia,Soul,43_12,2010,Hatchback
Fiat,500,28_2,2008,Hatchback
Nissan,Micra,64_17,2017,Hatchback
Volvo,S40,96_3,2006,Saloon
Mercedes-Benz,Amg Gt,59_10,2017,Coupe
Hyundai,i800,36_13,2010,MPV
BMW,3 Series,8_5,2007,Coupe
Audi,A8,7_16,2010,Saloon
Chrysler,300C,17_1,2012,Estate
Toyota,Auris,92_3,2014,Hatchback
Kia,Pro_Cee'd,43_8,2014,Hatchback
Subaru,Forester,86_2,2011,SUV
Nissan,X-Trail,64_41,2012,SUV
Peugeot,5008,69_25,2017,MPV
Infiniti,Vettel,37_12,2013,SUV
Volkswagen,Sharan,95_24,2008,MPV
Peugeot,508 SW,69_27,2011,Estate
Ford,C-Max,29_2,2009,MPV
Lamborghini,Aventador,45_1,2015,Convertible
Chevrolet,Aveo,16_2,2009,Hatchback
Lexus,IS 300,48_8,2013,Saloon
Subaru,XV,86_11,2013,SUV
Renault,Kangoo,75_9,2000,MPV
Ssangyong,Rexton,85_5,2011,SUV
Peugeot,2008,69_5,2015,SUV
Ford,Fiesta,29_13,2009,Hatchback
Volkswagen,Passat,95_20,2009,Estate
Volvo,XC70,96_17,2014,Estate
Chrysler,Crossfire,17_2,2006,Convertible
Ferrari,599,27_10,2008,Coupe
Alfa Romeo,MiTo,4_14,2015,Hatchback
Citroen,C6,18_16,2006,Saloon
Volkswagen,Caddy Maxi Life,95_8,2013,MPV
Toyota,Auris,92_3,2009,Hatchback
BMW,M4,8_31,2016,Coupe
Audi,S5,7_39,2015,Coupe
Ford,Mondeo,29_27,2016,Hatchback
Ferrari,599,27_10,2007,Coupe
Suzuki,Grand Vitara,87_4,2008,SUV
Nissan,GT-R,64_13,2009,Coupe
Honda,CR-Z,34_4,2010,Coupe
Vauxhall,Astra,94_5,2007,Hatchback
BMW,Z3,8_43,2000,Convertible
Volvo,V70,96_12,2006,Estate
Toyota,AYGO,92_6,2016,Hatchback
Abarth,124 Spider,2_1,2017,Coupe
SKODA,Rapid,80_6,2013,Hatchback
Mercedes-Benz,GLS Class,59_26,2015,SUV
Ford,S-Max,29_31,2015,MPV
Jaguar,XJ,39_8,2011,Saloon
BMW,Alpina D3,8_20,2007,Saloon
Nissan,Qashqai+2,64_34,2011,SUV
Audi,A5,7_9,2007,Coupe
Bentley,Continental,10_5,2011,Convertible
SKODA,Rapid,80_6,2014,Hatchback
Volvo,C70,96_2,2003,Convertible
Volvo,V40,96_7,2015,Hatchback
Citroen,Grand C4 Picasso,18_24,2012,MPV
Porsche,911,71_4,2009,Coupe
Infiniti,Q30,37_5,2017,Hatchback
Peugeot,iOn,69_33,2012,Hatchback
Isuzu,Rodeo,38_3,2011,Pickup
Subaru,Outback,86_7,2011,Estate
Nissan,X-Trail,64_41,2016,SUV
BMW,X3,8_37,2008,SUV
BMW,X6,8_41,2014,SUV
Suzuki,Kizashi,87_7,2012,Saloon
SKODA,Octavia,80_5,2015,Hatchback
Suzuki,SX4,87_11,2012,Hatchback
Volkswagen,Amarok,95_1,2016,Hatchback
Volvo,C70,96_2,2000,Convertible
Renault,Captur,75_1,2017,SUV
Saab,9-5,81_3,2010,Saloon
Mercedes-Benz,S Class,59_29,2016,Saloon
Volvo,XC70,96_17,2016,Estate
Citroen,C4 Picasso,18_14,2008,MPV
Citroen,DS3,21_1,2011,Hatchback
Kia,Sportage,43_13,2008,SUV
Mercedes-Benz,CLK,59_18,2003,Convertible
Mercedes-Benz,SL Class,59_30,2017,Convertible
Volkswagen,Tiguan,95_26,2010,SUV
Peugeot,1007,69_1,2006,Hatchback
Mitsubishi,Mirage,62_15,2013,Hatchback
Nissan,GT-R,64_13,2016,Coupe
BMW,X1,8_35,2013,SUV
Mercedes-Benz,M Class,59_27,2000,SUV
Infiniti,Q70,37_8,2016,Saloon
Land Rover,Freelander 2,47_12,2008,SUV
Mercedes-Benz,Vito,59_39,2006,nan
Maserati,Granturismo,55_8,2017,Coupe
Fiat,Doblo,28_12,2003,Estate
Kia,Cee'd,43_2,2009,Estate
Audi,A8,7_16,2014,Saloon
Renault,Clio,75_2,2009,Hatchback
Proton,Savvy,72_6,2006,Hatchback
Porsche,Cayenne,71_8,2017,SUV
SEAT,Exeo,79_8,2009,Estate
Volvo,XC60,96_16,2017,SUV
Toyota,Avensis,92_4,2015,Estate
Mazda,Mazda5,57_12,2006,MPV
Subaru,Levorg,86_6,2016,Estate
Volkswagen,Scirocco,95_23,2016,Coupe
Bentley,Flying Spur,10_6,2013,Saloon
Subaru,Legacy,86_5,2010,Saloon
Citroen,C8,18_17,2008,MPV
Lamborghini,Murcielago,45_5,2010,Coupe
Infiniti,Q70,37_8,2014,Saloon
Audi,A6 Saloon,7_11,2015,Estate
Peugeot,3008,69_13,2016,SUV
BMW,5 Series,8_9,2015,Saloon
Toyota,C-HR,92_8,2017,SUV
Peugeot,3008,69_13,2011,SUV
Toyota,Land Cruiser,92_21,2007,SUV
Audi,A4 Allroad,7_6,2017,Estate
Alfa Romeo,Spider,4_15,2007,Convertible
Lamborghini,Aventador,45_1,2014,Convertible
Mitsubishi,Grandis,62_10,2009,MPV
Nissan,Almera,64_3,2006,Hatchback
Alfa Romeo,Giulietta,4_11,2011,Hatchback
Ssangyong,Korando,85_1,2013,SUV
Citroen,DS5,21_5,2014,Hatchback
BMW,1 Series,8_1,2014,Hatchback
Toyota,Prius+,92_31,2015,Estate
Daihatsu,Materia,24_6,2008,MPV
Renault,Scenic,75_14,2016,MPV
Land Rover,Discovery Sport,47_10,2016,SUV
Citroen,Berlingo Multispace,18_3,2017,MPV
Volkswagen,Beetle,95_3,2003,Convertible
Nissan,Pathfinder,64_24,2006,MPV
Volkswagen,Golf SV,95_17,2014,Hatchback
Mercedes-Benz,GLC Class,59_24,2017,Estate
Lexus,IS Unspecified,48_8,2014,Saloon
Rolls-Royce,Wraith,77_6,2015,Coupe
Renault,Kadjar,75_8,2015,SUV
Nissan,Navara,64_20,2015,Pickup
Lexus,IS 250,48_8,2010,Saloon
Mercedes-Benz,SL Class,59_30,2016,Convertible
Ford,S-Max,29_31,2009,MPV
Mitsubishi,Shogun,62_18,2016,SUV
Smart,forfour,84_1,2015,Hatchback
Lexus,IS 200,48_8,2003,Saloon
Volkswagen,Phaeton,95_21,2013,Saloon
Infiniti,Q50,37_6,2014,Saloon
Nissan,NV200,64_22,2015,MPV
SKODA,Roomster,80_8,2010,MPV
MINI,Convertible,54_3,2011,Convertible
Citroen,Nemo Multispace,18_25,2009,MPV
Land Rover,Discovery Sport,47_10,2012,SUV
Alfa Romeo,MiTo,4_14,2011,Hatchback
Mercedes-Benz,Citan,59_13,2015,Combi Van
Jaguar,XKR,39_11,2007,Coupe
Kia,Rio,43_9,2016,Hatchback
Toyota,Land Cruiser,92_21,2006,SUV
Ferrari,F430,27_18,2006,nan
Volkswagen,Eos,95_13,2007,Convertible
Land Rover,Freelander 2,47_12,2011,SUV
